video_id,video_title,video_hashtags,Translation,Comment,Like_count,View_count,Share_count,Comment_count,Bookmark_count,True_Label,text_input,text_input_notranscript
1013.0,#foryoupage #fypã #fyp #lonliness #depression #mentalhealth #sadtiktok #sadtok,#foryoupage #fypã #fyp #lonliness #depression #mentalhealth #sadtiktok #sadtok,and no one likes you and you re going to end up alone and you deserve it because you re a superficial selfish and prejudice person,i m too young to be this tired [SEP] i want to stay on sadtok [SEP] i want to go [SEP] use me as a repost button ð º [SEP] roses are dead violets are dying outside i m smiling inside i m crying [SEP] i m the one he s talking to [SEP] born to cry alone forced to put a smile on my face [SEP] this how my parents make me feel [SEP] maybe i do deserve it ð [SEP] silent repost ð º,1200000.0,9700000.0,59600.0,6711.0,290352.0,0,#foryoupage #fypã #fyp #lonliness #depression #mentalhealth #sadtiktok #sadtok #foryoupage #fypã #fyp #lonliness #depression #mentalhealth #sadtiktok #sadtok [SEP] and no one likes you and you re going to end up alone and you deserve it because you re a superficial selfish and prejudice person [SEP] i m too young to be this tired [SEP] i want to stay on sadtok [SEP] i want to go [SEP] use me as a repost button ð º [SEP] roses are dead violets are dying outside i m smiling inside i m crying [SEP] i m the one he s talking to [SEP] born to cry alone forced to put a smile on my face [SEP] this how my parents make me feel [SEP] maybe i do deserve it ð [SEP] silent repost ð º,#foryoupage #fypã #fyp #lonliness #depression #mentalhealth #sadtiktok #sadtok #foryoupage #fypã #fyp #lonliness #depression #mentalhealth #sadtiktok #sadtok [SEP] i m too young to be this tired [SEP] i want to stay on sadtok [SEP] i want to go [SEP] use me as a repost button ð º [SEP] roses are dead violets are dying outside i m smiling inside i m crying [SEP] i m the one he s talking to [SEP] born to cry alone forced to put a smile on my face [SEP] this how my parents make me feel [SEP] maybe i do deserve it ð [SEP] silent repost ð º
1014.0,jim carrey on depression #jimcarrey #depression #sadness,#jimcarrey #depression #sadness,the difference between depression and sadness sadness is just you know from happenstance whatever happened or didn t happen for you or you know grief or whatever it is and depression is your body saying fuck you i don t want to be this character anymore i don t want to hold up this avatar that you ve created in the world i don t want to be this character anymore,jim carrey is a real one [SEP] â i think the saddest people always try their hardest to make people feel good happy bc they know what itâ s like to feel absolutely worthless and they [SEP] my soul gave up a bit ago iâ m just on autopilot floating thru life like dust in the air [SEP] you could have everything you ve ever wanted in life and depression says and just remember it s okay to not be okay you ve got this ð ð [SEP] anyone else out here feel like you re gaslighting your depression in reverse no brain it s not that bad you have no reason to be this sad [SEP] she looks up â sad videosâ and got one from 2023 [SEP] only reason im hear is for my kids i dont want them to feel like they wernt enough and to wonder where mommy is [SEP] nachdem ich das endlich verstanden konnte ich heilen depressionen werden mich immer begleiten aber ich kann nun damit leben friedlich danke jim [SEP] er hat sein funkeln in den augen verloren ð º [SEP] this might be one of the best descriptions of what it feels like wow,1100000.0,12500000.0,73300.0,3394.0,217434.0,0,jim carrey on depression #jimcarrey #depression #sadness #jimcarrey #depression #sadness [SEP] the difference between depression and sadness sadness is just you know from happenstance whatever happened or didn t happen for you or you know grief or whatever it is and depression is your body saying fuck you i don t want to be this character anymore i don t want to hold up this avatar that you ve created in the world i don t want to be this character anymore [SEP] jim carrey is a real one [SEP] â i think the saddest people always try their hardest to make people feel good happy bc they know what itâ s like to feel absolutely worthless and they [SEP] my soul gave up a bit ago iâ m just on autopilot floating thru life like dust in the air [SEP] you could have everything you ve ever wanted in life and depression says and just remember it s okay to not be okay you ve got this ð ð [SEP] anyone else out here feel like you re gaslighting your depression in reverse no brain it s not that bad you have no reason to be this sad [SEP] she looks up â sad videosâ and got one from 2023 [SEP] only reason im hear is for my kids i dont want them to feel like they wernt enough and to wonder where mommy is [SEP] nachdem ich das endlich verstanden konnte ich heilen depressionen werden mich immer begleiten aber ich kann nun damit leben friedlich danke jim [SEP] er hat sein funkeln in den augen verloren ð º [SEP] this might be one of the best descriptions of what it feels like wow,jim carrey on depression #jimcarrey #depression #sadness #jimcarrey #depression #sadness [SEP] jim carrey is a real one [SEP] â i think the saddest people always try their hardest to make people feel good happy bc they know what itâ s like to feel absolutely worthless and they [SEP] my soul gave up a bit ago iâ m just on autopilot floating thru life like dust in the air [SEP] you could have everything you ve ever wanted in life and depression says and just remember it s okay to not be okay you ve got this ð ð [SEP] anyone else out here feel like you re gaslighting your depression in reverse no brain it s not that bad you have no reason to be this sad [SEP] she looks up â sad videosâ and got one from 2023 [SEP] only reason im hear is for my kids i dont want them to feel like they wernt enough and to wonder where mommy is [SEP] nachdem ich das endlich verstanden konnte ich heilen depressionen werden mich immer begleiten aber ich kann nun damit leben friedlich danke jim [SEP] er hat sein funkeln in den augen verloren ð º [SEP] this might be one of the best descriptions of what it feels like wow
1015.0,ð #fyp #pain #foryou #heartbroken #sadcontent #sad #depressiã n #depressedquotes #mentalhealthmatters #foryoupage #letgo,#fyp #pain #foryou #heartbroken #sadcontent #sad #depressiã n #depressedquotes #mentalhealthmatters #foryoupage #letgo,if i ever lose my battle with depression there s a few things i want everyone to know i don t blame any of you or anything from my past but i wish you would have noticed that i was crying on the inside even when i was smiling on the outside i know i tried so hard to be everyone sunshine but i was full of rain clouds,no one ever notices the rain clouds get too heavy at times ð ð [SEP] silent repostâ iâ m about to lose my battle [SEP] nobody gonna give you damn they act like they care at that s the most ð [SEP] no one ever notices til it s to late when we take our own lifeð º [SEP] iâ m sorry but itâ s my time to go [SEP] we have same feelingsð ð ð [SEP] no one notices [SEP] i am going through this ð ªeveryday an weeks are hard at times here i have hit the bottom here an it is hard for me to get out of here an i am sorry [SEP] so true [SEP] it gets harder everyday and no one notices,237100.0,3200000.0,16500.0,1131.0,51468.0,0,ð #fyp #pain #foryou #heartbroken #sadcontent #sad #depressiã n #depressedquotes #mentalhealthmatters #foryoupage #letgo #fyp #pain #foryou #heartbroken #sadcontent #sad #depressiã n #depressedquotes #mentalhealthmatters #foryoupage #letgo [SEP] if i ever lose my battle with depression there s a few things i want everyone to know i don t blame any of you or anything from my past but i wish you would have noticed that i was crying on the inside even when i was smiling on the outside i know i tried so hard to be everyone sunshine but i was full of rain clouds [SEP] no one ever notices the rain clouds get too heavy at times ð ð [SEP] silent repostâ iâ m about to lose my battle [SEP] nobody gonna give you damn they act like they care at that s the most ð [SEP] no one ever notices til it s to late when we take our own lifeð º [SEP] iâ m sorry but itâ s my time to go [SEP] we have same feelingsð ð ð [SEP] no one notices [SEP] i am going through this ð ªeveryday an weeks are hard at times here i have hit the bottom here an it is hard for me to get out of here an i am sorry [SEP] so true [SEP] it gets harder everyday and no one notices,ð #fyp #pain #foryou #heartbroken #sadcontent #sad #depressiã n #depressedquotes #mentalhealthmatters #foryoupage #letgo #fyp #pain #foryou #heartbroken #sadcontent #sad #depressiã n #depressedquotes #mentalhealthmatters #foryoupage #letgo [SEP] no one ever notices the rain clouds get too heavy at times ð ð [SEP] silent repostâ iâ m about to lose my battle [SEP] nobody gonna give you damn they act like they care at that s the most ð [SEP] no one ever notices til it s to late when we take our own lifeð º [SEP] iâ m sorry but itâ s my time to go [SEP] we have same feelingsð ð ð [SEP] no one notices [SEP] i am going through this ð ªeveryday an weeks are hard at times here i have hit the bottom here an it is hard for me to get out of here an i am sorry [SEP] so true [SEP] it gets harder everyday and no one notices
1016.0,sometimes #mentalhealth #mentalhealthmatters #solitude #quiet #healing #myjourney #loveyourself #selflove #inspirational #inspirationalquotes #inspirationalvideo #love #quotes #lifequotes #depressed #sadquotes #depressionanxiety #fy #fyp #foryou #foryoupage #fypage #walterwhite,#mentalhealth #mentalhealthmatters #solitude #quiet #healing #myjourney #loveyourself #selflove #inspirational #inspirationalquotes #inspirationalvideo #love #quotes #lifequotes #depressed #sadquotes #depressionanxiety #fy #fyp #foryou #foryoupage #fypage #walterwhite,sometimes it feels better not to talk at all about anything to anyone,that s right [SEP] 100 agree [SEP] true some are just judging you [SEP] facts cause once you talk about it it all becomes real and itâ s hard to accept that stuff [SEP] there is no light without dark there is no joy without pain you can t see a rainbow without a little rain andrew tate [SEP] therapy doesnt work i wish they would understand [SEP] i just be in my own world [SEP] yep me keep to myself [SEP] silence is very therapeutic i find it comforting specifically with my favorite person [SEP] indeed thats what i do after rejections now freeing from toxic siruation god is good ð,186300.0,4800000.0,28700.0,608.0,37546.0,0,sometimes #mentalhealth #mentalhealthmatters #solitude #quiet #healing #myjourney #loveyourself #selflove #inspirational #inspirationalquotes #inspirationalvideo #love #quotes #lifequotes #depressed #sadquotes #depressionanxiety #fy #fyp #foryou #foryoupage #fypage #walterwhite #mentalhealth #mentalhealthmatters #solitude #quiet #healing #myjourney #loveyourself #selflove #inspirational #inspirationalquotes #inspirationalvideo #love #quotes #lifequotes #depressed #sadquotes #depressionanxiety #fy #fyp #foryou #foryoupage #fypage #walterwhite [SEP] sometimes it feels better not to talk at all about anything to anyone [SEP] that s right [SEP] 100 agree [SEP] true some are just judging you [SEP] facts cause once you talk about it it all becomes real and itâ s hard to accept that stuff [SEP] there is no light without dark there is no joy without pain you can t see a rainbow without a little rain andrew tate [SEP] therapy doesnt work i wish they would understand [SEP] i just be in my own world [SEP] yep me keep to myself [SEP] silence is very therapeutic i find it comforting specifically with my favorite person [SEP] indeed thats what i do after rejections now freeing from toxic siruation god is good ð,sometimes #mentalhealth #mentalhealthmatters #solitude #quiet #healing #myjourney #loveyourself #selflove #inspirational #inspirationalquotes #inspirationalvideo #love #quotes #lifequotes #depressed #sadquotes #depressionanxiety #fy #fyp #foryou #foryoupage #fypage #walterwhite #mentalhealth #mentalhealthmatters #solitude #quiet #healing #myjourney #loveyourself #selflove #inspirational #inspirationalquotes #inspirationalvideo #love #quotes #lifequotes #depressed #sadquotes #depressionanxiety #fy #fyp #foryou #foryoupage #fypage #walterwhite [SEP] that s right [SEP] 100 agree [SEP] true some are just judging you [SEP] facts cause once you talk about it it all becomes real and itâ s hard to accept that stuff [SEP] there is no light without dark there is no joy without pain you can t see a rainbow without a little rain andrew tate [SEP] therapy doesnt work i wish they would understand [SEP] i just be in my own world [SEP] yep me keep to myself [SEP] silence is very therapeutic i find it comforting specifically with my favorite person [SEP] indeed thats what i do after rejections now freeing from toxic siruation god is good ð
1017.0,i always will ð ð #broken #nostalgia #memories #sad #depression #rain #quotes #fyp #foryoupage #new #mood #song #vibes #relationship #hurt #breakup #heartbroken,#broken #nostalgia #memories #sad #depression #rain #quotes #fyp #foryoupage #new #mood #song #vibes #relationship #hurt #breakup #heartbroken,i tried they are really tried but i just can t keep pretending that everything is alright because it s not,never gonna be the same again ð º [SEP] iâ m never ever enough not for no one [SEP] i have no1 to hold anymore man and i don t know how to keep up this lie that i m okay but i m just not okay and i haven t been for years i m broken i just want that girl who will actually stay but yea [SEP] for five months and now i am going through it all over again [SEP] i think iâ m losing my light ð [SEP] i really want a new chapter not the old one [SEP] i know the feeling [SEP] i know the feeling [SEP] i know we will get through this together i got you breathe [SEP] man dean had some hard hitting quotes,26900.0,371600.0,11000.0,201.0,4776.0,0,i always will ð ð #broken #nostalgia #memories #sad #depression #rain #quotes #fyp #foryoupage #new #mood #song #vibes #relationship #hurt #breakup #heartbroken #broken #nostalgia #memories #sad #depression #rain #quotes #fyp #foryoupage #new #mood #song #vibes #relationship #hurt #breakup #heartbroken [SEP] i tried they are really tried but i just can t keep pretending that everything is alright because it s not [SEP] never gonna be the same again ð º [SEP] iâ m never ever enough not for no one [SEP] i have no1 to hold anymore man and i don t know how to keep up this lie that i m okay but i m just not okay and i haven t been for years i m broken i just want that girl who will actually stay but yea [SEP] for five months and now i am going through it all over again [SEP] i think iâ m losing my light ð [SEP] i really want a new chapter not the old one [SEP] i know the feeling [SEP] i know the feeling [SEP] i know we will get through this together i got you breathe [SEP] man dean had some hard hitting quotes,i always will ð ð #broken #nostalgia #memories #sad #depression #rain #quotes #fyp #foryoupage #new #mood #song #vibes #relationship #hurt #breakup #heartbroken #broken #nostalgia #memories #sad #depression #rain #quotes #fyp #foryoupage #new #mood #song #vibes #relationship #hurt #breakup #heartbroken [SEP] never gonna be the same again ð º [SEP] iâ m never ever enough not for no one [SEP] i have no1 to hold anymore man and i don t know how to keep up this lie that i m okay but i m just not okay and i haven t been for years i m broken i just want that girl who will actually stay but yea [SEP] for five months and now i am going through it all over again [SEP] i think iâ m losing my light ð [SEP] i really want a new chapter not the old one [SEP] i know the feeling [SEP] i know the feeling [SEP] i know we will get through this together i got you breathe [SEP] man dean had some hard hitting quotes
1018.0,#thesopranos #sopranos #edit,#thesopranos #sopranos #edit,do you feel depressed do you feel depressed your mother fuckers your mother fuckers and i don t fucking deserve this,bro absolutely deserves this [SEP] iâ m a simple man i see a tony soprano edit i repost [SEP] shes from goodfellas [SEP] dr melfi in black and white instant like [SEP] termino de ver the walking dead me veo esta serie im tony soprano [SEP] could i be happier yeah who couldn t [SEP] me help [SEP] sã rie boa dms queria ver tudo denovo como se fosse a 1 vez [SEP] soy ese [SEP] curiosamente si se lo merece incluso mã s pero estã tan bien escrita que sentimos pena por el personaje simplemente una obra de arte,184400.0,1700000.0,7776.0,692.0,38794.0,0,#thesopranos #sopranos #edit #thesopranos #sopranos #edit [SEP] do you feel depressed do you feel depressed your mother fuckers your mother fuckers and i don t fucking deserve this [SEP] bro absolutely deserves this [SEP] iâ m a simple man i see a tony soprano edit i repost [SEP] shes from goodfellas [SEP] dr melfi in black and white instant like [SEP] termino de ver the walking dead me veo esta serie im tony soprano [SEP] could i be happier yeah who couldn t [SEP] me help [SEP] sã rie boa dms queria ver tudo denovo como se fosse a 1 vez [SEP] soy ese [SEP] curiosamente si se lo merece incluso mã s pero estã tan bien escrita que sentimos pena por el personaje simplemente una obra de arte,#thesopranos #sopranos #edit #thesopranos #sopranos #edit [SEP] bro absolutely deserves this [SEP] iâ m a simple man i see a tony soprano edit i repost [SEP] shes from goodfellas [SEP] dr melfi in black and white instant like [SEP] termino de ver the walking dead me veo esta serie im tony soprano [SEP] could i be happier yeah who couldn t [SEP] me help [SEP] sã rie boa dms queria ver tudo denovo como se fosse a 1 vez [SEP] soy ese [SEP] curiosamente si se lo merece incluso mã s pero estã tan bien escrita que sentimos pena por el personaje simplemente una obra de arte
1019.0,jai vã cu mes pires moments seule alors #capcut #solitude #force #mentality #force #courage #depression #tristesse,#capcut #solitude #force #mentality #force #courage #depression #tristesse,i lived worse alone so yes i acted as if i need anyone because i quickly lost hope that we understand nothing in kind unfortunately this world has a lot of trouble accepting what it does not understand so i had to settle for my only support loneliness forged me as much as it destroyed me,tu nâ est pas seule sache le â ï [SEP] allah est avec moi alhamdulilah â ï [SEP] ð ºð ²allah veille [SEP] jâ ai perdu espoir des personnes qui ã taient lã mais jamais pour moi [SEP] la solitude est le meilleur moment dâ une vie car sa te rend plus fort e que avant [SEP] mais ã a retrace trã s bien la vie dâ un homme seul ð il a pas le droit de pleurer et non plus de se plaindre lã oã¹ on subit chaque jour de notre vie [SEP] vaut mieux ãªtre seul que mal accompagnã e [SEP] heureusement jâ ai jesusð ð µ [SEP] j ai tellement mal [SEP] tout moi ð,61100.0,800700.0,3129.0,94.0,17444.0,1,jai vã cu mes pires moments seule alors #capcut #solitude #force #mentality #force #courage #depression #tristesse #capcut #solitude #force #mentality #force #courage #depression #tristesse [SEP] i lived worse alone so yes i acted as if i need anyone because i quickly lost hope that we understand nothing in kind unfortunately this world has a lot of trouble accepting what it does not understand so i had to settle for my only support loneliness forged me as much as it destroyed me [SEP] tu nâ est pas seule sache le â ï [SEP] allah est avec moi alhamdulilah â ï [SEP] ð ºð ²allah veille [SEP] jâ ai perdu espoir des personnes qui ã taient lã mais jamais pour moi [SEP] la solitude est le meilleur moment dâ une vie car sa te rend plus fort e que avant [SEP] mais ã a retrace trã s bien la vie dâ un homme seul ð il a pas le droit de pleurer et non plus de se plaindre lã oã¹ on subit chaque jour de notre vie [SEP] vaut mieux ãªtre seul que mal accompagnã e [SEP] heureusement jâ ai jesusð ð µ [SEP] j ai tellement mal [SEP] tout moi ð,jai vã cu mes pires moments seule alors #capcut #solitude #force #mentality #force #courage #depression #tristesse #capcut #solitude #force #mentality #force #courage #depression #tristesse [SEP] tu nâ est pas seule sache le â ï [SEP] allah est avec moi alhamdulilah â ï [SEP] ð ºð ²allah veille [SEP] jâ ai perdu espoir des personnes qui ã taient lã mais jamais pour moi [SEP] la solitude est le meilleur moment dâ une vie car sa te rend plus fort e que avant [SEP] mais ã a retrace trã s bien la vie dâ un homme seul ð il a pas le droit de pleurer et non plus de se plaindre lã oã¹ on subit chaque jour de notre vie [SEP] vaut mieux ãªtre seul que mal accompagnã e [SEP] heureusement jâ ai jesusð ð µ [SEP] j ai tellement mal [SEP] tout moi ð
1020.0,depression ð ºð #foryoupage #foryou #spotifywrapped #unfreeze #maybeziddi #standwithkashmir #wintervibes #fypã,#foryoupage #foryou #spotifywrapped #unfreeze #maybeziddi #standwithkashmir #wintervibes #fypã,what is the point in english is that the edit is said to be a religion god does not have any ghazab in esgamgi the delhi demog page is confused i would not be all of my death,save option on kr k mention krdyn plz [SEP] outstanding poetry â ºï â ºï [SEP] depression ð ð º [SEP] ð ¹ð ð ¾ [SEP] ð ð [SEP] jani save ka option b rakho plzð º [SEP] awesome [SEP] ð ð ð [SEP] save option plzzzzzzzzzzzzzz [SEP] ð ð ð ð ð ð ð ð ð,19700.0,406700.0,5592.0,103.0,3855.0,0,depression ð ºð #foryoupage #foryou #spotifywrapped #unfreeze #maybeziddi #standwithkashmir #wintervibes #fypã #foryoupage #foryou #spotifywrapped #unfreeze #maybeziddi #standwithkashmir #wintervibes #fypã [SEP] what is the point in english is that the edit is said to be a religion god does not have any ghazab in esgamgi the delhi demog page is confused i would not be all of my death [SEP] save option on kr k mention krdyn plz [SEP] outstanding poetry â ºï â ºï [SEP] depression ð ð º [SEP] ð ¹ð ð ¾ [SEP] ð ð [SEP] jani save ka option b rakho plzð º [SEP] awesome [SEP] ð ð ð [SEP] save option plzzzzzzzzzzzzzz [SEP] ð ð ð ð ð ð ð ð ð,depression ð ºð #foryoupage #foryou #spotifywrapped #unfreeze #maybeziddi #standwithkashmir #wintervibes #fypã #foryoupage #foryou #spotifywrapped #unfreeze #maybeziddi #standwithkashmir #wintervibes #fypã [SEP] save option on kr k mention krdyn plz [SEP] outstanding poetry â ºï â ºï [SEP] depression ð ð º [SEP] ð ¹ð ð ¾ [SEP] ð ð [SEP] jani save ka option b rakho plzð º [SEP] awesome [SEP] ð ð ð [SEP] save option plzzzzzzzzzzzzzz [SEP] ð ð ð ð ð ð ð ð ð
1021.0,#icant #ithurts #losingsomeone #foryoupage #ð #heartbroken #meinpain cry for a second but don t do that for too longð,#icant #ithurts #losingsomeone #foryoupage #ð #heartbroken #meinpain,did you miss that odd guyyou m muhah did you miss that dude,the fact that i cry like this as soon as my bf falls asleep but i do it silently [SEP] me rn [SEP] iâ ve cried like that countless times and itâ s a pain and a feeling i would never wish on any soul itâ s horrible ð [SEP] the pain is too muchð ð [SEP] name of this serie film video and where to watch pleaseð ð [SEP] iâ ve felt this pain ð it hurts so bad [SEP] my life [SEP] please make it stop it hurts ð [SEP] what this called [SEP] please make it stop ð ð ð ð ð ð it hurts,144700.0,2200000.0,6175.0,564.0,33094.0,0,#icant #ithurts #losingsomeone #foryoupage #ð #heartbroken #meinpain cry for a second but don t do that for too longð #icant #ithurts #losingsomeone #foryoupage #ð #heartbroken #meinpain [SEP] did you miss that odd guyyou m muhah did you miss that dude [SEP] the fact that i cry like this as soon as my bf falls asleep but i do it silently [SEP] me rn [SEP] iâ ve cried like that countless times and itâ s a pain and a feeling i would never wish on any soul itâ s horrible ð [SEP] the pain is too muchð ð [SEP] name of this serie film video and where to watch pleaseð ð [SEP] iâ ve felt this pain ð it hurts so bad [SEP] my life [SEP] please make it stop it hurts ð [SEP] what this called [SEP] please make it stop ð ð ð ð ð ð it hurts,#icant #ithurts #losingsomeone #foryoupage #ð #heartbroken #meinpain cry for a second but don t do that for too longð #icant #ithurts #losingsomeone #foryoupage #ð #heartbroken #meinpain [SEP] the fact that i cry like this as soon as my bf falls asleep but i do it silently [SEP] me rn [SEP] iâ ve cried like that countless times and itâ s a pain and a feeling i would never wish on any soul itâ s horrible ð [SEP] the pain is too muchð ð [SEP] name of this serie film video and where to watch pleaseð ð [SEP] iâ ve felt this pain ð it hurts so bad [SEP] my life [SEP] please make it stop it hurts ð [SEP] what this called [SEP] please make it stop ð ð ð ð ð ð it hurts
1022.0,why did you hold on to that chance #real #reality #mindset #relatable #pain #sad #thoughts #bojackhorseman #capcut #blowthisup #scrolling #foryoupage,#real #reality #mindset #relatable #pain #sad #thoughts #bojackhorseman #capcut #blowthisup #scrolling #foryoupage,suddenly you realize you ll never have the good relationship you wanted and as long as they were alive even though you d never admit it part of you the stupidest goddamn part of you we re still holding on to that chance,it hits different when its abt your parents [SEP] rel thats why i got bojack tattoo this series hits hard [SEP] the way iâ d give up everything just to watch bojack horseman for the first time again [SEP] i hold on bc i believe thereâ s hope [SEP] free churro will always hurt unlike any other bojack episode imo it s just so depressing [SEP] itâ s been yearsâ and stillâ ð [SEP] this is not a good time bojack go away with the feels [SEP] a little too real [SEP] il repost di giammoð [SEP] commenting to stay on sadtok,904600.0,6800000.0,32300.0,2472.0,184391.0,0,why did you hold on to that chance #real #reality #mindset #relatable #pain #sad #thoughts #bojackhorseman #capcut #blowthisup #scrolling #foryoupage #real #reality #mindset #relatable #pain #sad #thoughts #bojackhorseman #capcut #blowthisup #scrolling #foryoupage [SEP] suddenly you realize you ll never have the good relationship you wanted and as long as they were alive even though you d never admit it part of you the stupidest goddamn part of you we re still holding on to that chance [SEP] it hits different when its abt your parents [SEP] rel thats why i got bojack tattoo this series hits hard [SEP] the way iâ d give up everything just to watch bojack horseman for the first time again [SEP] i hold on bc i believe thereâ s hope [SEP] free churro will always hurt unlike any other bojack episode imo it s just so depressing [SEP] itâ s been yearsâ and stillâ ð [SEP] this is not a good time bojack go away with the feels [SEP] a little too real [SEP] il repost di giammoð [SEP] commenting to stay on sadtok,why did you hold on to that chance #real #reality #mindset #relatable #pain #sad #thoughts #bojackhorseman #capcut #blowthisup #scrolling #foryoupage #real #reality #mindset #relatable #pain #sad #thoughts #bojackhorseman #capcut #blowthisup #scrolling #foryoupage [SEP] it hits different when its abt your parents [SEP] rel thats why i got bojack tattoo this series hits hard [SEP] the way iâ d give up everything just to watch bojack horseman for the first time again [SEP] i hold on bc i believe thereâ s hope [SEP] free churro will always hurt unlike any other bojack episode imo it s just so depressing [SEP] itâ s been yearsâ and stillâ ð [SEP] this is not a good time bojack go away with the feels [SEP] a little too real [SEP] il repost di giammoð [SEP] commenting to stay on sadtok
